error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.03382427359187655;0.03382427359187655;1.0;14.0;14.0;23.025;23.025;0.9714254548153658;dyn_prot_4_14_1;[20, 18, 16, 14];0.00375;0.00375;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9440252017665455;0.9440252017665455;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.001965408030837969;0.005605631363809937;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.001965408030837969;0.005950896755086078;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.001965408030837969;0.001965408030837969;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.001965408030837969;0.001965408030837969;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.005605631363809937;0.001965408030837969;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.005950896755086078;0.001965408030837969;;;;;;;;;;;;;;;;;;;;;
IIXX;True;2.9653507242865415e-06;0.0011721286871807595;;;;;;;;;;;;;;;;;;;;;
IIXX;False;2.9653507242865415e-06;0.0014458358515012024;;;;;;;;;;;;;;;;;;;;;
IIXY;True;5.930701448573084e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;5.930701448573084e-06;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;2.261595316203189e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;2.261595316203189e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;2.261595316203189e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;2.261595316203189e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;2.9653507242865415e-06;2.9653507242865415e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;2.9653507242865415e-06;2.9653507242865415e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;2.261595316203189e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;2.261595316203189e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;2.261595316203189e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;2.261595316203189e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;5.930701448573084e-06;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;5.930701448573084e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.0011721286871807595;2.9653507242865415e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0014458358515012024;2.9653507242865415e-06;;;;;;;;;;;;;;;;;;;;;
IXXX;True;1.9960000000000006e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXXX;False;1.9960000000000006e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXXY;True;5.988000000000002e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXXY;False;5.988000000000002e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXXZ;True;2.2661275713458537e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IXXZ;False;2.2661275713458537e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IXYY;True;5.988000000000001e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXYY;False;5.988000000000001e-09;0.0;;;;;;;;;;;;;;;;;;;;;
IXYZ;True;4.5322551426917073e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IXYZ;False;4.5322551426917073e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IYYX;True;0.0;2.2661275713458537e-08;;;;;;;;;;;;;;;;;;;;;
IYYX;False;0.0;2.2661275713458537e-08;;;;;;;;;;;;;;;;;;;;;
IYYY;True;1.9960000000000006e-09;1.9960000000000006e-09;;;;;;;;;;;;;;;;;;;;;
IYYY;False;1.9960000000000006e-09;1.9960000000000006e-09;;;;;;;;;;;;;;;;;;;;;
IYYZ;True;2.2661275713458537e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IYYZ;False;2.2661275713458537e-08;0.0;;;;;;;;;;;;;;;;;;;;;
IZYX;True;0.0;4.5322551426917073e-08;;;;;;;;;;;;;;;;;;;;;
IZYX;False;0.0;4.5322551426917073e-08;;;;;;;;;;;;;;;;;;;;;
IZYY;True;0.0;5.988000000000001e-09;;;;;;;;;;;;;;;;;;;;;
IZYY;False;0.0;5.988000000000001e-09;;;;;;;;;;;;;;;;;;;;;
IZZX;True;0.0;2.2661275713458537e-08;;;;;;;;;;;;;;;;;;;;;
IZZX;False;0.0;2.2661275713458537e-08;;;;;;;;;;;;;;;;;;;;;
IZZY;True;0.0;5.988000000000002e-09;;;;;;;;;;;;;;;;;;;;;
IZZY;False;0.0;5.988000000000002e-09;;;;;;;;;;;;;;;;;;;;;
IZZZ;True;0.0;1.9960000000000006e-09;;;;;;;;;;;;;;;;;;;;;
IZZZ;False;0.0;1.9960000000000006e-09;;;;;;;;;;;;;;;;;;;;;
XXXX;True;5.000000000000003e-13;0.0;;;;;;;;;;;;;;;;;;;;;
XXXX;False;5.000000000000003e-13;0.0;;;;;;;;;;;;;;;;;;;;;
XXXY;True;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XXXY;False;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XXYY;True;3.0000000000000018e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XXYY;False;3.0000000000000018e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XYYY;True;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
XYYY;False;2.000000000000001e-12;0.0;;;;;;;;;;;;;;;;;;;;;
YYYY;True;5.000000000000003e-13;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
YYYY;False;5.000000000000003e-13;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
ZYYY;True;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZYYY;False;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZYY;True;0.0;3.0000000000000018e-12;;;;;;;;;;;;;;;;;;;;;
ZZYY;False;0.0;3.0000000000000018e-12;;;;;;;;;;;;;;;;;;;;;
ZZZY;True;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZZY;False;0.0;2.000000000000001e-12;;;;;;;;;;;;;;;;;;;;;
ZZZZ;True;0.0;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
ZZZZ;False;0.0;5.000000000000003e-13;;;;;;;;;;;;;;;;;;;;;
